"STATION","NAME","DATE","ACMH","ACSH","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WESD","WSF1","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03"
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-08-18",,,"6.04"," 0922"," 0921","0.00","0.0","0.0","64","74","54",,,"   20","   10",,"0.0",,"15.0","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-08-19",,,"6.71"," 1340"," 1253","0.00","0.0","0.0","62","71","52",,,"  140","  130",,"0.0",,"13.0","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-08-20",,,"11.86"," 1153"," 1153","0.00","0.0","0.0","65","72","57",,,"  150","  160",,"0.0",,"19.9","25.1",,"    1",,,,,,,,,,,"    1",,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-08-21",,,"6.93"," 0853"," 1022","0.00","0.0","0.0","64","70","57",,,"  150","  160",,"0.0",,"16.1","21.0",,"    1",,,,,,,"    1",,,,"    1",,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-08-22",,,"3.80"," 0920"," 0920","0.46","0.0","0.0","70","74","66",,,"   50","   50",,"0.0",,"21.0","23.9",,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-08-23",,,"4.25"," 0937"," 0959","0.00","0.0","0.0","70","78","61",,,"  360","  350",,"0.0",,"8.9","12.1",,"    1","    1",,,,,,"    1",,,,"    1",,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-08-24",,,"5.59"," 1107"," 1106","0.00","0.0","0.0","69","80","58",,,"  240","  240",,"0.0",,"12.1","14.1",,"    1",,,,,,,,,,,"    1",,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-08-25",,,"8.72"," 1210"," 1209","0.01","0.0","0.0","72","82","61",,,"  220","  220",,"0.0",,"16.1","19.9",,"    1",,"    1",,,,,,,,,"    1",,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-08-26",,,"8.05"," 0347"," 0348","2.15","0.0","0.0","72","80","64",,,"   40","   60",,"0.0",,"25.9","30.0",,"    1",,"    1",,,,,,,,,"    1",,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-08-27",,,"9.40"," 1432"," 1602","0.00","0.0","0.0","68","75","60",,,"  110","  120",,"0.0",,"16.1","17.9",,"    1","    1",,,,,,"    1",,,,"    1",,,,,,,"    1",,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-08-28",,,"10.74"," 1445"," 1551","0.00","0.0","0.0","69","74","64",,,"  190","  160",,"0.0",,"19.9","23.0",,"    1",,,,,,,"    1",,,,"    1",,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-08-29",,,"9.62"," 0818"," 0816","0.00","0.0","0.0","64","72","56",,,"   20","   20",,"0.0",,"17.9","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-08-30",,,"13.42"," 1708"," 1529","0.00","0.0","0.0","69","81","56",,,"  170","  170",,"0.0",,"21.9","29.1",,"    1",,,,,,,"    1",,,,"    1",,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-08-31",,,"12.97"," 0357"," 0745","0.00","0.0","0.0","77","87","67",,,"  200","  180",,"0.0",,"21.0","28.0",,"    1",,,,,,,"    1",,,,"    1",,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-09-01",,,"9.40"," 1215"," 1225","0.35","0.0","0.0","66","70","61",,,"   60","   50",,"0.0",,"17.9","21.9",,"    1",,"    1",,,,,"    1",,,,"    1",,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-09-02",,,"8.95"," 2330"," 2329","0.00","0.0","0.0","69","74","63",,,"  320","  320",,"0.0",,"15.0","17.0",,"    1",,"    1",,,,,"    1",,,,"    1",,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-09-03",,,"8.95"," 0051"," 0047","0.22","0.0","0.0","67","74","60",,,"  350","  330",,"0.0",,"17.9","23.9",,"    1","    1","    1",,,,,,,,,"    1",,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-09-04",,,"9.84"," 0144"," 0200","0.00","0.0","0.0","57","64","49",,,"   50","   50",,"0.0",,"17.0","21.0",,"    1",,,,,,,,,,,"    1",,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-09-05",,,"10.51"," 1453"," 1344","0.00","0.0","0.0","56","67","44","    0",,"  120","  120",,"0.0",,"19.9","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-09-06",,,"13.65"," 0912"," 0942","0.00","0.0","0.0","59","71","47",,,"  170","  170",,"0.0",,"23.0","29.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-09-07",,,"9.62"," 0407"," 0359","0.02","0.0","0.0","62","74","50",,,"  210","  200",,"0.0",,"23.0","32.0",,"    1",,"    1",,,,,,,,,"    1",,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-09-08",,,"7.16"," 1525"," 1522","0.00","0.0","0.0","60","74","46",,,"  140","  150",,"0.0",,"13.0","15.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-09-09",,,"16.11"," 1416"," 1411","0.00","0.0","0.0","73","84","62",,,"  190","  200",,"0.0",,"28.0","36.9",,"    1",,,,,,,,,,,"    1",,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-09-10",,,"6.71"," 2158"," 2152","0.00","0.0","0.0","70","81","58",,,"  210","  210",,"0.0",,"15.0","19.9",,,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-09-11",,,"11.18"," 1701"," 1700","0.00","0.0","0.0","70","89","50",,,"  340","  340",,"0.0",,"28.0","33.1",,,,,,,,,"    1",,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-09-12",,,"7.83"," 2355"," 2258","0.00","0.0","0.0","59","71","46",,,"  190","  170",,"0.0",,"15.0","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-09-13",,,"10.74"," 2224"," 2223","0.18","0.0","0.0","68","80","55",,,"   10","   20",,"0.0",,"23.0","25.1",,,,"    1",,,,,,,,,,,,"    1",,,,,,"    1"
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-09-14",,,"9.62"," 1552"," 1418","0.00","0.0","0.0","59","69","49",,,"  350","  350",,"0.0",,"21.9","29.1",,"    1",,,,,,,,,,,"    1",,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-09-15",,,"6.49"," 1235"," 1234","0.00","0.0","0.0","52","62","41",,,"   20","   10",,"0.0",,"15.0","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-09-16",,,"10.74"," 2217"," 2319","0.00","0.0","0.0","58","74","41",,,"  220","  230",,"0.0",,"17.9","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-09-17",,,"7.38"," 2327"," 2329","0.00","0.0","0.0","65","79","51",,,"  190","  190",,"0.0",,"21.0","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-09-18",,,"14.99"," 1238"," 1737","0.00","0.0","0.0","76","87","64",,,"  210","  200",,"0.0",,"25.9","34.9",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-09-19",,,"10.29"," 2356"," 2355","0.05","0.0","0.0","64","74","54",,,"  200","  200",,"0.0",,"25.1","31.1",,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-09-20",,,"12.97"," 1433"," 1433","0.00","0.0","0.0","51","60","42","    0",,"  310","  310",,"0.0",,"29.1","36.0",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-09-21",,,"6.93"," 1611"," 0230","0.00","0.0","0.0","47","59","35","    0",,"  110","  300",,"0.0",,"12.1","14.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-09-22",,,"10.96"," 1351"," 1349","0.21","0.0","0.0","49","51","47","    0",,"  110","  100",,"0.0",,"21.0","25.9",,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-09-23",,,"11.41"," 1932"," 1936","0.00","0.0","0.0","46","52","40","    0",,"   10","   10",,"0.0",,"19.9","25.1",,"    1",,,,,,,,,,,"    1",,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-09-24",,,"8.28"," 1347"," 1346","0.00","0.0","0.0","43","51","34","    0",,"   10","   10",,"0.0",,"15.0","17.9",,"    1",,,,,,,,,,,"    1",,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-09-25",,,"6.93"," 1625"," 1620","0.00","0.0","0.0","49","63","34","    0",,"  300","  290",,"0.0",,"10.1","14.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-09-26",,,"10.07"," 1236"," 1331","0.00","0.0","0.0","59","75","42","    0",,"  240","  250",,"0.0",,"17.0","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-09-27",,,"6.93"," 1404"," 0808","0.00","0.0","0.0","54","63","44","    0",,"   10","   20",,"0.0",,"13.0","16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-09-28",,,"11.86"," 2322"," 2356","0.00","0.0","0.0","58","72","43","    0",,"  190","  200",,"0.0",,"17.9","23.9",,"    1",,,,,,,,,,,"    1",,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-09-29",,,"19.01"," 1509"," 1427","0.00","0.0","0.0","68","80","55","    0",,"  210","  190",,"0.0",,"32.0","44.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-09-30",,,"15.88"," 1500"," 1458","0.00","0.0","0.0","70","79","60","    0",,"  190","  190",,"0.0",,"23.0","30.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-10-01",,,"12.53"," 0018"," 1755","0.00","0.0","0.0","66","76","56","    0",,"  190","  200",,"0.0",,"17.9","23.0",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-10-02",,,"9.17"," 0045"," 0059","0.00","0.0","0.0","56","68","43","    0",,"  290","  300",,"0.0",,"21.9","25.9",,,,,,,,,"    1",,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-10-03",,,"4.92"," 0426"," 0401","0.24","0.0","0.0","49","54","43","    0",,"  270","  260",,"0.0",,"10.1","13.0",,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-10-04",,,"6.49"," 1157"," 1156","0.00","0.0","0.0","46","57","35","    0",,"   40","   40",,"0.0",,"14.1","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-10-05",,,"9.40"," 1849"," 1901","0.01","0.0","0.0","42","50","34","    0",,"  330","  330",,"0.0",,"21.9","28.0",,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-10-06",,,"10.74"," 1101"," 1100","0.00","0.0","0.0","34","41","26","    0",,"  320","  330",,"0.0",,"21.0","30.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-10-07",,,"10.74"," 1252"," 1441","0.00","0.0","0.0","34","42","25","    0",,"  350","   10",,"0.0",,"21.0","23.9",,,,,,,,,,,,,,,,,,"    1",,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-10-08",,,"8.50"," 1511"," 1511","0.00","0.0","0.0","34","45","22","    0",,"  310","  310",,"0.0",,"16.1","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-10-09",,,"8.50"," 1549"," 1426","0.00","0.0","0.0","42","56","27","    0",,"  240","  240",,"0.0",,"13.0","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-10-10",,,"8.72"," 1513"," 1512","0.00","0.0","0.0","45","62","27","    0",,"  220","  220",,"0.0",,"15.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-10-11",,,"10.29"," 1353"," 1323","0.00","0.0","0.0","47","66","28",,,"  190","  170",,"0.0",,"19.9","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-10-12",,,"14.09"," 1547"," 1404","0.00","0.0","0.0","61","73","49",,,"  200","  200",,"0.0",,"21.9","28.0",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-10-13",,,"14.76"," 2214"," 2213","0.52","0.0","0.0","68","77","58",,,"  220","  220",,"0.0",,"32.0","45.0",,,,"    1",,,,,,,,,,,,"    1",,,,,,"    1"
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-10-14",,,"9.40"," 1549"," 1451","0.00","0.0","0.0","55","67","42",,,"  310","  300",,"0.0",,"16.1","23.0",,"    1",,,,,,,,,,,"    1",,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-10-15",,,"4.47"," 0840"," 0827","0.00","0.0","0.0","45","51","38",,,"   10","  360",,"0.0",,"13.0","16.1",,"    1",,,,,,,,,,,"    1",,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-10-16",,,"4.70"," 2349"," 1349","0.02","0.0","0.0","45","58","31","    0",,"  160","  250",,"0.0",,"10.1","15.0",,"    1","    1",,,,,,"    1",,,,"    1",,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-10-17",,,"6.93"," 1344"," 1344","0.01","0.0","0.0","53","62","43","    0",,"  200","  200",,"0.0",,"14.1","16.1",,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-10-18",,,"6.71"," 0233"," 0202","0.00","0.0","0.0","57","71","43",,,"  250","  230",,"0.0",,"13.0","17.0",,"    1",,,,,,,"    1",,,,"    1",,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-10-19",,,"14.54"," 1327"," 1422","0.00","0.0","0.0","63","79","46","    0",,"  210","  210",,"0.0",,"25.9","30.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-10-20",,,"11.41"," 0001"," 0219","0.00","0.0","0.0","57","68","46","    0",,"  210","  210",,"0.0",,"23.0","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-10-21",,,"11.41"," 1611"," 1518","0.00","0.0","0.0","52","67","37","    0",,"  130","  120",,"0.0",,"17.0","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-10-22",,,"12.53"," 1419"," 1428","0.25","0.0","0.0","57","69","44","    0",,"  160","  170",,"0.0",,"21.0","23.9",,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-10-23",,,"5.59"," 0018"," 0104","0.37","0.0","0.0","61","63","58","    0",,"  200","  200",,"0.0",,"14.1","16.1",,"    1","    1",,,,,,,,,,"    1",,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-10-24",,,"6.49"," 2143"," 2146","0.03","0.0","0.0","64","68","59","    0",,"  160","  160",,"0.0",,"14.1","16.1",,"    1","    1",,,,,,,,,,"    1","    1",,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-10-25",,,"14.09"," 1159"," 2335","0.04","0.0","0.0","65","69","60","    0",,"  200","  190",,"0.0",,"21.9","25.1",,"    1",,,,,,,"    1",,,,"    1",,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-10-26",,,"14.99"," 1025"," 1025","0.16","0.0","0.0","59","66","51","    0",,"  210","  210",,"0.0",,"30.0","32.0",,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-10-27",,,"11.63"," 0406"," 0401","0.00","0.0","0.0","50","54","45","    0",,"  310","  310",,"0.0",,"21.0","23.9",,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-10-28",,,"12.53"," 2313"," 2311","0.00","0.0","0.0","47","53","41","    0",,"  140","  130",,"0.0",,"17.9","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-10-29",,,"17.22"," 0935"," 0935","0.00","0.0","0.0","48","56","40",,,"  130","  130",,"0.0",,"25.9","31.1",,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-10-30",,,"14.09"," 0242"," 0230","0.00","0.0","0.0","52","58","46",,,"  140","  140",,"0.0",,"23.9","30.0",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-10-31",,,"10.51"," 1408"," 1400","0.00","0.0","0.0","58","71","44",,,"  150","  150",,"0.0",,"17.0","21.0",,"    1",,,,,,,"    1",,,,"    1",,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-11-01",,,"17.22"," 1818"," 1818","1.03","0.0","0.0","62","69","55",,,"  170","  170",,"0.0",,"30.0","38.9",,"    1",,"    1",,,,,"    1",,,,"    1",,,"    1",,,,,,"    1"
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-11-02",,,"19.91"," 1436"," 1452","0.00","0.0","0.0","48","55","40",,,"  230","  240",,"0.0",,"30.0","36.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-11-03",,,"14.76"," 0942"," 0806","0.00","0.0","0.0","41","48","33",,,"  290","  270",,"0.0",,"25.1","31.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-11-04",,,"10.74"," 1349"," 1348","0.00","0.0","0.0","44","56","32",,,"  250","  260",,"0.0",,"17.9","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-11-05",,,"16.33"," 1305"," 1304","0.17","0.0","0.0","48","58","38","    0",,"  160","  170",,"0.0",,"32.0","38.9",,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-11-06",,,"20.80"," 1416"," 1416","1.12","0.0","0.0","46","48","43","    0",,"  100","  110",,"0.0",,"31.1","40.0",,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-11-07",,,"22.59"," 1627"," 1651","0.03","0.0","0.0","39","50","28","    0",,"  210","  210",,"0.0",,"33.1","40.0",,"    1",,,,,,,,,,,"    1",,,"    1",,"    1",,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-11-08",,,"12.75"," 0017"," 0017","0.00","0.0","0.0","27","28","25","    0",,"  230","  230",,"0.0",,"28.0","33.1",,,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-11-09",,,"13.20"," 2225"," 1703","0.00","0.0","0.0","28","30","26","    0",,"  310","  320",,"0.0",,"19.9","23.0",,"    1",,,,,,,,,,,"    1",,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-11-10",,,"10.07"," 0051"," 0230","0.00","0.0","0.0","29","30","27","    0",,"  310","  310",,"0.0",,"19.9","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-11-11",,,"6.93"," 2218"," 2149","0.00","0.0","0.0","34","39","28","    0",,"  140","  130",,"0.0",,"16.1","19.9",,"    1",,,,,,,"    1",,,,"    1",,,,,"    1",,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-11-12",,,"12.97"," 0805"," 0620","0.23","0.0","0.0","34","37","30","    0",,"  130","  120",,"0.0",,"17.9","21.9",,"    1",,,,,,,,,,,"    1","    1",,"    1",,,"    1",,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-11-13",,,"12.53"," 2350"," 2349","0.09","0.9","0.0","29","32","25","    0",,"  330","  330",,"0.0",,"25.9","30.0",,"    1",,,,,,,"    1",,,,"    1",,,,,"    1","    1",,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-11-14",,,"15.66"," 0115"," 0115","0.00","0.0","0.0","24","30","18","    0",,"  330","  330",,"0.0",,"23.9","28.0",,,,,,,,,,,,,,,,,,"    1",,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-11-15",,,"11.41"," 1735"," 1734","0.02","0.2","0.0","26","35","16",,,"  200","  210",,"0.0",,"17.0","21.0",,"    1",,,,,,,,,,,"    1",,,,,"    1",,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-11-16",,,"16.55"," 0859"," 0859","0.18","1.6","1.0","28","34","22",,,"  340","  330",,"0.0",,"30.0","34.9",,"    1",,,,,,,,"    1",,,"    1",,,,,"    1",,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-11-17",,,"12.53"," 1304"," 1303","0.01","0.1","1.0","18","22","13",,,"  290","  290",,"0.0",,"17.9","21.9",,,,,,,,,,,,,,,,,,"    1",,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-11-18",,,"13.20"," 1356"," 1333","0.01","0.1","1.0","18","22","14",,,"  280","  280",,"0.0",,"23.9","28.0",,"    1",,,,,,,"    1",,,,"    1",,,,,"    1",,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-11-19",,,"20.13"," 1446"," 1745","0.08","1.6","1.0","26","32","19",,,"  280","  290",,"0.0",,"32.0","36.0",,"    1","    1",,,,,,,"    1",,,"    1",,,,,"    1",,,"    1",
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-11-20",,,"20.13"," 0343"," 0119","0.01","0.1","1.0","14","19","9",,,"  320","  310",,"0.0",,"29.1","34.9",,"    1",,,,,,,,"    1",,,"    1",,,,,"    1","    1",,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-11-21",,,"8.72"," 2358"," 2358","0.00","0.0","1.0","8","17","-2",,,"  260","  260",,"0.0",,"15.0","16.1",,,,,,,,,,,,,,,,,,"    1",,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-11-22",,,"6.26"," 0414"," 0520","0.00","0.0","1.0","16","22","9",,,"  360","  360",,"0.0",,"16.1","17.0",,"    1",,,,,,,,,,,"    1",,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-11-23",,,"8.72"," 0949"," 0948","0.00","0.0","1.0","22","29","14",,,"  200","  200",,"0.0",,"17.9","21.0",,"    1",,,,,,,"    1",,,,"    1",,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-11-24",,,"7.61"," 2326"," 2325","0.00","0.0","1.0","25","36","13","    0",,"  190","  190",,"0.0",,"14.1","15.0",,"    1",,,,,,,"    1",,,,"    1",,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-11-25",,,"6.04"," 2048"," 2359","0.00","0.0","0.0","32","40","23","    0",,"  330","  200",,"0.0",,"13.0","14.1",,"    1",,,,,,,"    1",,,,"    1",,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-11-26",,,"6.71"," 0657"," 1949","0.01","0.1","0.0","25","27","22","    0",,"  310","  330",,"0.0",,"10.1","10.1",,"    1","    1",,,,,,,,,,"    1",,,,,"    1",,,"    1",
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-11-27",,,"8.72"," 1509"," 1510","0.00","0.0","0.0","29","34","24","    0",,"  300","  300",,"0.0",,"17.9","21.0",,"    1","    1",,,,,,,,,,"    1",,,,,,,,"    1",
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-11-28",,,"8.95"," 1532"," 1556","0.01","0.0","0.0","28","34","21","    0",,"  150","  140",,"0.0",,"17.0","19.9",,"    1","    1",,,,,,,,,,"    1",,,"    1",,"    1","    1",,"    1",
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-11-29",,,"11.41"," 1303"," 1230","0.01","0.2","0.0","31","32","30","    0",,"  340","  330",,"0.0",,"21.0","23.9",,"    1",,,,,,,,,,,"    1",,,,,"    1",,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","2000-11-30",,,"6.93"," 2335"," 2335","0.05","0.5","0.0","31","33","28",,,"   90","   90",,"0.0",,"14.1","16.1",,"    1",,,,,,,"    1",,,,"    1",,,,,"    1",,,,
